Document ID,Weight,Is Retweet?,Document Text
1315827791514996736,0.02674,Retweet,"Fauci on CNBC: “I've devoted my entire professional life to fighting infectious diseases. This is an outbreak of historic proportions, the likes of which we have not seen in 102 yrs. There's no chance that I'm going to give up on this &amp; walk away from it, no matter what happens”"
1315828009472057346,0.02674,Retweet,"Fauci on CNBC: “I've devoted my entire professional life to fighting infectious diseases. This is an outbreak of historic proportions, the likes of which we have not seen in 102 yrs. There's no chance that I'm going to give up on this &amp; walk away from it, no matter what happens”"
1315828192964378625,0.02674,Retweet,"Fauci on CNBC: “I've devoted my entire professional life to fighting infectious diseases. This is an outbreak of historic proportions, the likes of which we have not seen in 102 yrs. There's no chance that I'm going to give up on this &amp; walk away from it, no matter what happens”"
1315829070106562560,0.02674,Retweet,"Fauci on CNBC: “I've devoted my entire professional life to fighting infectious diseases. This is an outbreak of historic proportions, the likes of which we have not seen in 102 yrs. There's no chance that I'm going to give up on this &amp; walk away from it, no matter what happens”"
1315829435388637184,0.02674,Retweet,"Fauci on CNBC: “I've devoted my entire professional life to fighting infectious diseases. This is an outbreak of historic proportions, the likes of which we have not seen in 102 yrs. There's no chance that I'm going to give up on this &amp; walk away from it, no matter what happens”"
1315829532776173571,0.02674,Retweet,"Fauci on CNBC: “I've devoted my entire professional life to fighting infectious diseases. This is an outbreak of historic proportions, the likes of which we have not seen in 102 yrs. There's no chance that I'm going to give up on this &amp; walk away from it, no matter what happens”"
1315831103580758017,0.02674,Retweet,"Fauci on CNBC: “I've devoted my entire professional life to fighting infectious diseases. This is an outbreak of historic proportions, the likes of which we have not seen in 102 yrs. There's no chance that I'm going to give up on this &amp; walk away from it, no matter what happens”"
1315831336200998915,0.02674,Retweet,"Fauci on CNBC: “I've devoted my entire professional life to fighting infectious diseases. This is an outbreak of historic proportions, the likes of which we have not seen in 102 yrs. There's no chance that I'm going to give up on this &amp; walk away from it, no matter what happens”"
1315832825040560128,0.02674,Retweet,"Fauci on CNBC: “I've devoted my entire professional life to fighting infectious diseases. This is an outbreak of historic proportions, the likes of which we have not seen in 102 yrs. There's no chance that I'm going to give up on this &amp; walk away from it, no matter what happens”"
1315833441867489281,0.02674,Retweet,"Fauci on CNBC: “I've devoted my entire professional life to fighting infectious diseases. This is an outbreak of historic proportions, the likes of which we have not seen in 102 yrs. There's no chance that I'm going to give up on this &amp; walk away from it, no matter what happens”"
1315834414635659265,0.02674,Retweet,"Fauci on CNBC: “I've devoted my entire professional life to fighting infectious diseases. This is an outbreak of historic proportions, the likes of which we have not seen in 102 yrs. There's no chance that I'm going to give up on this &amp; walk away from it, no matter what happens”"
1315834841837891584,0.02674,Retweet,"Fauci on CNBC: “I've devoted my entire professional life to fighting infectious diseases. This is an outbreak of historic proportions, the likes of which we have not seen in 102 yrs. There's no chance that I'm going to give up on this &amp; walk away from it, no matter what happens”"
1315840344223870976,0.02674,Retweet,"Fauci on CNBC: “I've devoted my entire professional life to fighting infectious diseases. This is an outbreak of historic proportions, the likes of which we have not seen in 102 yrs. There's no chance that I'm going to give up on this &amp; walk away from it, no matter what happens”"
1315842471218249732,0.02674,Retweet,"Fauci on CNBC: “I've devoted my entire professional life to fighting infectious diseases. This is an outbreak of historic proportions, the likes of which we have not seen in 102 yrs. There's no chance that I'm going to give up on this &amp; walk away from it, no matter what happens”"
1315844216052830208,0.02674,Retweet,"Fauci on CNBC: “I've devoted my entire professional life to fighting infectious diseases. This is an outbreak of historic proportions, the likes of which we have not seen in 102 yrs. There's no chance that I'm going to give up on this &amp; walk away from it, no matter what happens”"
