Document ID,Weight,Is Retweet?,Document Text
1276622252184911872,0.02754,Retweet,"Here’s the problem with the “blame the protesters” COVID excuse: if that were the cause here, we’d see equivalent spikes in NYC, DC, Chicago, &amp; other urban areas. We don’t. The outbreaks are exclusively occurring in TX, FL, AZ, GA, LA, MS—states that opened ahead of the curve."
1276625677542985733,0.02754,Retweet,"Here’s the problem with the “blame the protesters” COVID excuse: if that were the cause here, we’d see equivalent spikes in NYC, DC, Chicago, &amp; other urban areas. We don’t. The outbreaks are exclusively occurring in TX, FL, AZ, GA, LA, MS—states that opened ahead of the curve."
1276628442436571136,0.02754,Retweet,"Here’s the problem with the “blame the protesters” COVID excuse: if that were the cause here, we’d see equivalent spikes in NYC, DC, Chicago, &amp; other urban areas. We don’t. The outbreaks are exclusively occurring in TX, FL, AZ, GA, LA, MS—states that opened ahead of the curve."
1276628579749695489,0.02754,Retweet,"Here’s the problem with the “blame the protesters” COVID excuse: if that were the cause here, we’d see equivalent spikes in NYC, DC, Chicago, &amp; other urban areas. We don’t. The outbreaks are exclusively occurring in TX, FL, AZ, GA, LA, MS—states that opened ahead of the curve."
1276631055366189056,0.02754,Retweet,"Here’s the problem with the “blame the protesters” COVID excuse: if that were the cause here, we’d see equivalent spikes in NYC, DC, Chicago, &amp; other urban areas. We don’t. The outbreaks are exclusively occurring in TX, FL, AZ, GA, LA, MS—states that opened ahead of the curve."
1276631118469492736,0.02754,Retweet,"Here’s the problem with the “blame the protesters” COVID excuse: if that were the cause here, we’d see equivalent spikes in NYC, DC, Chicago, &amp; other urban areas. We don’t. The outbreaks are exclusively occurring in TX, FL, AZ, GA, LA, MS—states that opened ahead of the curve."
1276631126732242944,0.02754,Retweet,"Here’s the problem with the “blame the protesters” COVID excuse: if that were the cause here, we’d see equivalent spikes in NYC, DC, Chicago, &amp; other urban areas. We don’t. The outbreaks are exclusively occurring in TX, FL, AZ, GA, LA, MS—states that opened ahead of the curve."
1276631450180182016,0.02754,Retweet,"Here’s the problem with the “blame the protesters” COVID excuse: if that were the cause here, we’d see equivalent spikes in NYC, DC, Chicago, &amp; other urban areas. We don’t. The outbreaks are exclusively occurring in TX, FL, AZ, GA, LA, MS—states that opened ahead of the curve."
1276631708738207745,0.02754,Retweet,"Here’s the problem with the “blame the protesters” COVID excuse: if that were the cause here, we’d see equivalent spikes in NYC, DC, Chicago, &amp; other urban areas. We don’t. The outbreaks are exclusively occurring in TX, FL, AZ, GA, LA, MS—states that opened ahead of the curve."
1276632778877042695,0.02754,Retweet,"Here’s the problem with the “blame the protesters” COVID excuse: if that were the cause here, we’d see equivalent spikes in NYC, DC, Chicago, &amp; other urban areas. We don’t. The outbreaks are exclusively occurring in TX, FL, AZ, GA, LA, MS—states that opened ahead of the curve."
1276633172923551746,0.02754,Retweet,"Here’s the problem with the “blame the protesters” COVID excuse: if that were the cause here, we’d see equivalent spikes in NYC, DC, Chicago, &amp; other urban areas. We don’t. The outbreaks are exclusively occurring in TX, FL, AZ, GA, LA, MS—states that opened ahead of the curve."
1276633672829956097,0.02754,Retweet,"Here’s the problem with the “blame the protesters” COVID excuse: if that were the cause here, we’d see equivalent spikes in NYC, DC, Chicago, &amp; other urban areas. We don’t. The outbreaks are exclusively occurring in TX, FL, AZ, GA, LA, MS—states that opened ahead of the curve."
1276634755069550593,0.02754,Retweet,"Here’s the problem with the “blame the protesters” COVID excuse: if that were the cause here, we’d see equivalent spikes in NYC, DC, Chicago, &amp; other urban areas. We don’t. The outbreaks are exclusively occurring in TX, FL, AZ, GA, LA, MS—states that opened ahead of the curve."
1276636008365174784,0.02754,Retweet,"Here’s the problem with the “blame the protesters” COVID excuse: if that were the cause here, we’d see equivalent spikes in NYC, DC, Chicago, &amp; other urban areas. We don’t. The outbreaks are exclusively occurring in TX, FL, AZ, GA, LA, MS—states that opened ahead of the curve."
1276636037591244814,0.02754,Retweet,"Here’s the problem with the “blame the protesters” COVID excuse: if that were the cause here, we’d see equivalent spikes in NYC, DC, Chicago, &amp; other urban areas. We don’t. The outbreaks are exclusively occurring in TX, FL, AZ, GA, LA, MS—states that opened ahead of the curve."
