Tweet ID,Weight,Total Times Tweeted,Tweet Text
1326127240120311808,0.0284,2,"🇫🇷 FLASH - La 2e vague du #coronavirus a dépassé la 1ere dans 66 départements : 01, 03 à 09, 12 à 17, 18, 19, 22 à 24, 26, 27, 30, 31, 33, 34, 35, 38, 39, 40, 42, 43, 44, 46 à 50, 53, 56, 58, 59, 61 à 65, 69, 71, 72, 73, 74, 76, 79, 81 à 87, 971, 972, 973, 974, 2B. (SPF) #COVID19"
1323657267774894080,0.02591,2,"1/n Ontario's 1,050 new cases Tuesday give 12.5 ""expected deaths""

Breakdown:
&lt;20: 171 cases, 19 in outbreaks = +0.1 expected deaths
20s: 204, 18, +0.0
30s: 156, 20, +0.0
40s: 162, 17, +0.3
50s: 155, 19, +0.4
60s: 105, 16, +2.2
70s: 48, 7, +1.9
80s: 32, 11, +3.6
90s: 18, 10, +3.9 https://t.co/BbnC0YkbQd https://t.co/54vRgxyOic"
1324491008814407686,0.0246,1,"😳😖RT @EmilyLazatin: #BREAKING

BC sets new daily #COVID19 record w/ 425 new cases 

• 3389 active cases
-97 in hospital, 24 in ICU

•No deaths to report today (273)

•7500+ isolation bc of close contact/exposure 

****Our positivity rate is 3.8%

#bcpoli
#covid19bc"
1323755233390964736,0.02429,1,"#Alberta #coronavirus numbers continue to spike: 15 new deaths, total 338. New cases: 581 cases on Oct. 30, 525 on Oct. 31, 592 on Nov. 1, 570 on Nov. 2. 6,110 active. 167 in hospital. 27 ICU. 23,484 recovered. 29,932 confirmed. https://t.co/zPFFm0744r #COVID19 https://t.co/cUJwGe7GzZ"
1323757756399210499,0.02415,14,"Latest COVID-19 data for Alberta:

• 582, 525, 592, 570 cases detected Fri, Sat, Sun, Mon (581, 525, 592, 570 net w/adjustments to past days).
• 4.47%, 4.03%, 5.22%, 6.81% positivity
• 29,932 total cases.
• 15 more deaths. 338 total.

Data context: https://t.co/3dbTqmIhqU https://t.co/vmHi9Ef4bs"
1324487637369909248,0.02411,7,"#BREAKING

BC sets new daily #COVID19 record w/ 425 new cases 

• 3389 active cases
-97 in hospital, 24 in ICU

•No deaths to report today (273)

•7500+ isolation bc of close contact/exposure 

****Our positivity rate is 3.8%

#bcpoli
#covid19bc"
1323978329762877441,0.02391,1,"ICYMI: #Alberta #coronavirus numbers continue to spike: 15 new deaths, total 338. New cases: 581 cases on Oct. 30, 525 on Oct. 31, 592 on Nov. 1, 570 on Nov. 2. 6,110 active. 167 in hospital. 27 ICU. 23,484 recovered. 29,932 confirmed. https://t.co/zPFFm0744r #COVID19 https://t.co/hRBCIEqgW1"
1326183628066463745,0.02386,3,"November 10:  #COVID19 in #Ontario
- Cases: 86,783 (+1388 new)
- Deaths: 3260 (+15)
- In hospital: 422 (+55)
- In ICU: 82 (-2)
- On a ventilator: 54 (+0)
- Active cases: 10106 (+592)
- Reproduction rate: 1.11 (credible interval: 1.02, 1.21)

Dashboard: https://t.co/7w2j9q1fWA https://t.co/s8pIW4frJ8"
1321594895807623168,0.02379,1,".@Northern_Health's updated COVID-19 numbers...

▪️16 new cases (new 24-hour record [12 on Sept. 15])
▪️399 total cases since March
▪️23 active via BCCDC
▪️1 in hospital (ICU)
▪️3 deaths
▪️373 recoveries
▪️9.8 per cent of regional population tested (per 2019-20 report) https://t.co/V74E3NjIHz"
1325922367852449795,0.02376,32,"As of 5 pm Mon., Ontario's regional health units are reporting a new high of 1,540 confirmed or probable COVID-19 cases and 15 deaths.

The 7-day avg is 🔺 58 to a new high of 1,172 cases/day and 🔺 to 13.1 deaths/day.

I had 1,137 last Monday; the jump of 403 cases is most ever. https://t.co/XJrNJMH8wN"
1323754895078469632,0.02285,9,"Here we go...and this doesn't look good.
Alberta's COVID-19 numbers for past 4 days:
Oct 30: 581 new cases
Oct 31: 525 
Nov 1: 592
Nov 2:  570 
Total now: 29,932
- 6,110  active.  23,484  recovered
-15 more deaths*. Total now: 338
-167 in hospital with 27 in ICU"
1324489325921275905,0.02265,2,"#BREAKING: latest #COVID19 update in B.C:

- 425 cases today (NEW RECORD)
- 16,135 total cases
- 281 in Island health (+7)
- 0 death, death toll is 273 in BC
- 97 (+5) in hospital, 24 (-1) in ICU
- 12,806 people have recovered from the virus

@victoriabuzzes"
1325103603774840832,0.02264,2,"55 new confirmed COVID positive cases in #HamOnt in  today's Ontario Daily Epidemiologic Summary.
241 cases in past 7 days
7-Day average = 34.4 cases per day.
Weekly Incidence Rate - 41.6 per 100,000 population
These are all new peaks. https://t.co/wKiEnJveJK https://t.co/TYWa7cjQHU"
1326237297809924096,0.02259,1,"4th highest w/ 384 cases today.
7-day average is 358/day. 

• 5,390 active cases
• 207 individuals are hospitalized incl. 30 in ICU
• 114 COVID-19 deaths
• 3,374 cases have recovered
• 8,878 are confirmed or probable positive
• 290,560 COVID-19 tests completed to date

#wfp https://t.co/gKNu0s7ZCu"
1324859428617691136,0.02249,5,"B.C. reporting 589 new #COVID19 cases today, 3,741 active 
• 104 in hospital, 28 in ICU 
• 2 new deaths, 275 total 
• 7,887 ppl in isolation
• 17,149 total; 13,035 recovered
• 6 new health care outbreaks, 35 active
• 1 new outbreak @ Royal Inland Hospital construction site"
