Document ID,Weight,Is Retweet?,Document Text
1291497889236226048,0.03013,Retweet,My 87 yr old uncle was diagnosed with Covid. Last night the assisted living facility where he resides called an ambulance. They showed up &amp; stated there was no place to take him as hospitals in the TX county are over capacity. #TrumpKillsSeniors #DemCast #DemCastTX https://t.co/4Grc55vDrD
1291500222888267789,0.03013,Retweet,My 87 yr old uncle was diagnosed with Covid. Last night the assisted living facility where he resides called an ambulance. They showed up &amp; stated there was no place to take him as hospitals in the TX county are over capacity. #TrumpKillsSeniors #DemCast #DemCastTX https://t.co/4Grc55vDrD
1291501932721381378,0.03013,Retweet,My 87 yr old uncle was diagnosed with Covid. Last night the assisted living facility where he resides called an ambulance. They showed up &amp; stated there was no place to take him as hospitals in the TX county are over capacity. #TrumpKillsSeniors #DemCast #DemCastTX https://t.co/4Grc55vDrD
1291502363027673088,0.03013,Retweet,My 87 yr old uncle was diagnosed with Covid. Last night the assisted living facility where he resides called an ambulance. They showed up &amp; stated there was no place to take him as hospitals in the TX county are over capacity. #TrumpKillsSeniors #DemCast #DemCastTX https://t.co/4Grc55vDrD
1291506505775067136,0.03013,Retweet,My 87 yr old uncle was diagnosed with Covid. Last night the assisted living facility where he resides called an ambulance. They showed up &amp; stated there was no place to take him as hospitals in the TX county are over capacity. #TrumpKillsSeniors #DemCast #DemCastTX https://t.co/4Grc55vDrD
1291509106302484486,0.03013,Retweet,My 87 yr old uncle was diagnosed with Covid. Last night the assisted living facility where he resides called an ambulance. They showed up &amp; stated there was no place to take him as hospitals in the TX county are over capacity. #TrumpKillsSeniors #DemCast #DemCastTX https://t.co/4Grc55vDrD
1291523735413854209,0.03013,Retweet,My 87 yr old uncle was diagnosed with Covid. Last night the assisted living facility where he resides called an ambulance. They showed up &amp; stated there was no place to take him as hospitals in the TX county are over capacity. #TrumpKillsSeniors #DemCast #DemCastTX https://t.co/4Grc55vDrD
1291527634136989698,0.03013,Retweet,My 87 yr old uncle was diagnosed with Covid. Last night the assisted living facility where he resides called an ambulance. They showed up &amp; stated there was no place to take him as hospitals in the TX county are over capacity. #TrumpKillsSeniors #DemCast #DemCastTX https://t.co/4Grc55vDrD
1291529329755787265,0.03013,Retweet,My 87 yr old uncle was diagnosed with Covid. Last night the assisted living facility where he resides called an ambulance. They showed up &amp; stated there was no place to take him as hospitals in the TX county are over capacity. #TrumpKillsSeniors #DemCast #DemCastTX https://t.co/4Grc55vDrD
1291529496412262401,0.03013,Retweet,My 87 yr old uncle was diagnosed with Covid. Last night the assisted living facility where he resides called an ambulance. They showed up &amp; stated there was no place to take him as hospitals in the TX county are over capacity. #TrumpKillsSeniors #DemCast #DemCastTX https://t.co/4Grc55vDrD
1291529579429941249,0.03013,Retweet,My 87 yr old uncle was diagnosed with Covid. Last night the assisted living facility where he resides called an ambulance. They showed up &amp; stated there was no place to take him as hospitals in the TX county are over capacity. #TrumpKillsSeniors #DemCast #DemCastTX https://t.co/4Grc55vDrD
1291529639073120258,0.03013,Retweet,My 87 yr old uncle was diagnosed with Covid. Last night the assisted living facility where he resides called an ambulance. They showed up &amp; stated there was no place to take him as hospitals in the TX county are over capacity. #TrumpKillsSeniors #DemCast #DemCastTX https://t.co/4Grc55vDrD
1291530095220293634,0.03013,Retweet,My 87 yr old uncle was diagnosed with Covid. Last night the assisted living facility where he resides called an ambulance. They showed up &amp; stated there was no place to take him as hospitals in the TX county are over capacity. #TrumpKillsSeniors #DemCast #DemCastTX https://t.co/4Grc55vDrD
1291532652248543232,0.03013,Retweet,My 87 yr old uncle was diagnosed with Covid. Last night the assisted living facility where he resides called an ambulance. They showed up &amp; stated there was no place to take him as hospitals in the TX county are over capacity. #TrumpKillsSeniors #DemCast #DemCastTX https://t.co/4Grc55vDrD
1291533786706931714,0.03013,Retweet,My 87 yr old uncle was diagnosed with Covid. Last night the assisted living facility where he resides called an ambulance. They showed up &amp; stated there was no place to take him as hospitals in the TX county are over capacity. #TrumpKillsSeniors #DemCast #DemCastTX https://t.co/4Grc55vDrD
